name,Type,value,date
"Intracostal City, Louisiana",SNIAS SA330J,17,1977
"Tarko-Saley, USSR",Antonov AN-24,17,1977
"Hierro, Canary Islands",Lockheed P-3B Orion,13,1977
"Evansville, Indiana",Douglas DC-3,29,1977
"Davenport, Indiana",Piper PA-34,2,1977
"Off Madeira, Portugal",Aerospatiale Caravelle 10R,36,1977
"Near Salt Lake City, Utah",Douglas DC-8-54F,3,1977
"Vieques, Puerto Rico",Britten-Norman BN-2A Islander,5,1977
"Nanisivik, Canada",de Havilland Canada DHC-6 Twin Otter 300,8,1977
"Giddings, Texas",Piper PA-28R,2,1977
"Willemstad, Curacao, Netherlands Antilles",Piper PA-31-350 Navajo,10,1977
"Cuenca, Ecuador",Vickers Viscount 764 D,24,1977
"Off Bandra, Maharashtra, India",Boeing B-747-237B,213,1978
"Marion, Illinois",Cessna 337G,2,1978
"Dubois, Pennsylvania",Aerostar 601P,2,1978
"Near San Vincente, Colombia",Douglas DC-3,14,1978
"Eirunepe, Brazil",Embraer 110P Bandeirante,2,1978
"Near Artigas, Uruguay",Douglas C-47A-DL,44,1978
"Richland, Washington",Beechcraft 99,17,1978
"Cranbrook, British Columbia, Canada",Boeing B-737-275,42,1978
"Genoa Peak, Nevada",Beechcraft 58,4,1978
"Merrill Pass, Alaska",Evangel 4500,3,1978
"Solvang, California",Aero Commander 500A,7,1978
"LAX, Los Angeles, California",McDonnell Douglas DC-10-10,2,1978
"Agana, Guam",Cessna 337F,2,1978
"Kano, Nigeria",Fokker F-28 Fellowship 1000 / MiG-21,18,1978
"Off Caracas, Venezuela",British Aerospace 748 2A,47,1978
"Laurel, Mississippi",Cessna 310I,2,1978
"Whitelake, Michigan",Beechcraft D18,2,1978
"Vrastsa, Bulgaria",Tupolev TU-134,73,1978
"Near Riverside, California",Cessna T207A,6,1978
"Okaraba, Burma",Fokker F-27 Friendship 200,48,1978
"Volta Redonda, Rio de Janeiro, Brazil",Piper Cherokee Arrow  PA-28,4,1978
"Off Galveston, Texas",Bell 212,3,1978
"St. Thomas, Virgin Islands",Grumman G-21,2,1978
"Near Murmansk, Russia",Boeing B-707-321B,2,1978
"Arlington, Indiana",Piper PA-31,9,1978
"Upolu, West Samoa",Cessna 402B,10,1978
"Bogota, Colombia",Douglas C-118A,8,1978
"Whittier, AK",de Havilland DHC-2,6,1978
"Pensacola, Florida",Boeing B-727-235,3,1978
"Kouchi, Japan",PS-1 amphibious ASW,13,1978
"Pochinok, Russia",Tupolev TU-154B,4,1978
"Saint John's, Newfoundland",Beech Queen Air A80,10,1978
"Toronto, Canada",McDonnell Douglas DC-9-32,2,1978
"Off Bergen, Norway",Sikorsky S-61N,18,1978
"Near Nairobi, Kenya",Britten Norman BN-2A Trislander Mk.III-2,5,1978
"Sogamoso, Bolivia",Curtiss C-46,18,1978
"Laboucher Bay, Alaska",Grumman G-21 Goose,12,1978
"Raton, New Mexico",Mitsubishi MU-2J,6,1978
"Papun, Burma",de Havilland Canada DHC-6 Twin Otter 300,14,1978
"Las Vegas, Nevada",Piper PA-31-350 Chieftain,10,1978
AtlantiOcean,Grumman G-21A,4,1978
"Coal Harbour, BC, Canada",de havilland Canada Twin Otter 200,11,1978
"Conakry, Guinea",Ilyushin IL-18,15,1978
"Near Kariba, Rhodesia (Zimbabwe)",Vickers Viscount 782D,38,1978
"Savoy, Illinois",Piper PA-31,6,1978
"Near Mexico City, Mexico",de Havilland Canada DHC-6 Twin Otter 100,18,1978
"Wrangell, Alaska",Soloy 12EJ3,3,1978
"Paranaque, Philippines",Fokker F-27 Friendship 200,21,1978
AtlantiOcean,Cessna 411,3,1978
"Monroe, Massachusetts",Cessna 310N,3,1978
"San Diego, California",Boeing B-727-214 / Cessna 172,137,1978
"San Juan, Puerto Rico",Beech D18AS,6,1978
"Near Kuopio, Finland",Douglas C-47A-1-DK,15,1978
"Near Mandalay, Myanmar",Fokker F-27 Friendship 600,2,1978
"Sverdlovsk, Russia",Yakovlev YAK-40,38,1978
"Kenai, Alaska",Bell 205-1,2,1978
"Off Bellona, Solomon Islands",Britten Norman BN-2A Trislander,11,1978
"Gulf of Sivash, USSR",Antonov AN-24B,26,1978
"Torreon, New Mexico",Beechcraft 65-80,4,1978
"Bel¨¦m, Brazil",Cessna 402,9,1978
"Off Alexandria, Egypt",Douglas DC-3,18,1978
"Lubbox, Texas",Cessna 310J,2,1978
"Near Katunayake, Sri Lanka",McDonnell Douglas DC-8-Super 63CF,183,1978
"Hays, Kansas",Beechcraft G18S,2,1978
"Off Marie Galante Island, West Indies",de Havilland Canada DHC-6 Twin Otter 300,15,1978
"Near Leh, India",Antonov An-12,77,1978
"Near Rubio, Venezuela",Douglas C-47A,27,1978
"Hydaburg, Alaska",de Havilland DHC-2,5,1978
"Hartford, Connecticut",Aerostar 601P,3,1978
"Near Steamboat Springs, Coloado",de Havilland Canada DHC-6 Twin Otter 300,2,1978
"Selvapiana, Italy",Cessna 421 Golden Eagle,10,1978
"Hyderabad, India",Boeing B-737-2A8,1,1978
"Morton, Illinois",Cessna 210L,2,1978
"Chevak, Alaska",Cessna 207,2,1978
"Near Cinisi, Sicily, Italy",McDonnell Douglas DC-9-32,108,1978
"Turks & Caicos Islands, Caribbean",Britten Norman BN-2A Islander,10,1978
"Portland, Oregon",McDonnell Douglas DC-8-61,10,1978
"Templeton, Massachusetts",Piper PA-31,5,1979
"Minsk, Russia",Antonov AN-24N,13,1979
"Near Belgorod, Russia",Let 410M,3,1979
"Grand Rapids, Michigan",Aerostar 601,4,1979
"Bechar, Algeria",Nord 262A-44,14,1979
"Rodez, France",Fokker F-27 Friendship 500,5,1979
"Trebinje, Bosnia Herzegovina",Antonov 2PF,3,1979
"Near Agudos, Brazil",Embraer 110C Bandeirante,18,1979
"Clarksburg, West Virginia",Nord 262,2,1979
"Near Kariba, Rhodesia",Vickers Viscount 748D,59,1979
"Manakau Harbor, New Zealand",Fokker F-27 Friendship 500,2,1979
"Barentu, Ethiopia",Douglas DC-3,5,1979
"Near Moanda, Gabon",Douglas DC-6B,3,1979
"Greensville, Mississippi",Beech 58,3,1979
"Gulfport, Mississippi",Beech BE-70,8,1979
"Galesburg, Illinois",Cessna 310B,4,1979
"Near Probolinggo, Indonesia",Fokker F-28 Fellowship 1000,4,1979
"Off Marina del Rey, California",Aerospatiale Nord 262A-33,3,1979
"Near Doha Airport, Qatar",Boeing B-727-2D3,45,1979
"Bejing, China",Hawker Siddeley Trident 2E,12,1979
"Near Moscow, Russia",Tupolev TU-104B,86,1979
"Chardzhow, Russia",Yakovlev YAK-40,29,1979
"Liepaya, Latvia",Tupolev 134A,4,1979
"Nightmute, Alaska",Cessna U206,2,1979
"Luanda, Angola",Ilyushin IL-18D,10,1979
"Ste. Foy, PQ, Canada",Fairchild F-27,17,1979
"Carrizozo, New Mexico",Piper PA-32RT-300,3,1979
"Off Avalon, California",Grumman G-21 Goose,1,1979
"Newark, New Jersey",Sikorsky S61-L,3,1979
"Near Cuenca, Ecuador",Vickers Viscount 785D,57,1979
"Baykity, Russia",Antonov AN-26,4,1979
"Chicago O'Hare, Illinois",McDonnell Douglas DC-10-10,271,1979
"Shungnak, Alaska",Cessna 185,7,1980
"Bullen Point, Alaska",de Havilland Canada DHC-4A Caribou,3,1979
"Off Dakar, Senegal",de Havilland Canada DHC-5D Buffalo,12,1979
"Rockland, Maine",de Havilland DHC-6-200,17,1979
"Near Leh, India",Hindustan Aeronautics 748-2M,27,1979
"Chicago, Illinois",Beechcraft 99,2,1979
"Hyannis, Massachusetts",de Havilland Canada DHC-6 Twin Otter 300,1,1979
"Near Medan Airfield, Indonesia",Fokker F-28 Fellowship 1000,61,1979
"Anchorage, Alaska",Cessna 402B,7,1979
"Bua, Fiji",Britten Norman BN-2A Trislander,9,1979
"Off Honolulu, Hawaii",Douglas C-47B,3,1979
"Beirut, Lebanon",Boeing 707-327C,6,1979
"St. Croix, Virgin Islands",de Havilland DH-114 Heron,8,1979
"Off Sumburgh, Shetlands, England",Hawker Siddeley HS-748-1,17,1979
"Canton, Ohio",Cessna  501 Citation,1,1979
"Leningrad, USSR",LET 410M turbojet,14,1979
"Near Panvel, India",Hindustan Aeronautics 748 2-224,45,1979
"Pistol Creek, Idaho",Cessna T210M,6,1979
"Flushing, New York",Beechcraft D55,3,1979
"Near Katab, Egypt",Learjet 35,5,1979
"Dneprodzerzhinsk, Ukraine, USSR",Tupolev TU-134A / Tupolev Tu-134A,178,1979
"Bogota, Colombia",Hawker Siddeley HS-748,1,1979
"Near Enisseysk, USSR",Antonov AN-12,11,1979
"Near Kirsanov, Russia",Tupolev TU-124,63,1979
"Frobisher Bay, Canada",de Havilland Canada DHC-6 Twin Otter 300,9,1979
"Andema, Russia",Antonov AN-24,40,1979
"Nice, France",Aerospatiale Corvette,10,1979
"Off Taipei, Taiwan",Boeing 707-324C,6,1979
"Near Klamath Falls, Oregon",Douglas DC-7,12,1979
"Near Sarroch,  Italy",McDonnell Douglas DC-9-32,31,1979
"Blink Horn Point, Canada",Britten Norman BN-7A lslander,4,1979
"Merced, California",Boeing KC-135A,5,1979
"Porpoise Bay, British Columbia Canada",de Havilland Canada DHC-6 Twin Otter 200,2,1979
"Juneau, Alaska",Cessna 207,3,1979
"Covington, Kentucky",Piper PA-31,8,1979
"Athens, Greece",McDonnell Douglas DC-8-62,14,1979
"Anchorage, Alaska",Cessna 207A,4,1979
"Bloomington, Indiana",Cessna 310,2,1979
"Near San Ysidro, California",Beech 200,10,1979
"Tijuana, Mexico",de Havilland Canada DHC-6 Twin Otter 300,10,1979
"Mexico City, Mexico",McDonnell Douglas DC-10-10,72,1979
"Big Trout Lake, Canada",De Havilland Dash-6,3,1979
"Greenville, South Carolina",Piper PA-31,5,1979
"Salem, Oregon",Cessna T310R,3,1979
"Near Chicago, Illinois",Boeing B-727,0,1979
"Vologda, Russia",Yakovlev YAK-40,3,1979
"Granger, Utah",Lockheed L-188CF Electra,3,1979
"Takla Narrows, British Columbia, Canada",de Havilland Canada DHC-3 Otter,3,1979
"Near At Ta'if, Jeddah, Saudi Arabia",Boeing B-707-340C,156,1979
"Near Mt. Erebus, Ross Ice Shelf, Antarctica",McDonnell Douglas DC-10-30,257,1979
"San Andres Island, Colombia",Grumman G-21 Goose,9,1979
"Nome, Alaska",de Havilland DHC-6,4,1979
"Cherskiy, Russia",Antonov AN-26,7,1979
"Apolo, Bolivia",Martin 404,10,1979
"Cerro Toledo Mountain, Colombia",Douglas DC-4 (C-54),19,1979
"Near Puerto Esperanza, Peru",de Havilland Canada DHC-5 Buffalo,29,1979
"Ankara, Turkey",Fokker F-28 Fellowship 1000,41,1979
"Menari, Papua New Guinea",GAF Nomad 22B,15,1979
Haiti,Britten Norman BN Islander,9,1980
Over the AtlantiOcean,Cessna 441 Conquest,2,1980
"Elburz Mtns., near Laskarak, Markazi, Iran",Boeing B-727-86,128,1980
"Mt. Cemonyet,  Indonesia",CASA 212 Aviocar 100,13,1980
"Near Mandalay, Burma",Fairchild FH-227H,43,1980
"Baracoa, Cuba",Yakovlev YAK-40,1,1980
"Sydney, NSW, Australia",Beechcraft Super King Air 200,13,1980
"Leeville, Louisiana",Sikorsky S-62A,6,1980
"Near Agra, India",Fairchild C-119G,46,1980
"Manila, Philippines",Boeing B-707-309C,2,1980
"Near Warsaw, Poland",Ilyushin IL-62,87,1980
"Near Yenice, Turkey",Lockheed C-130H,18,1980
"Houston, Texas",Piper PA-28-180,7,1980
"Off Macae, Brazil",Sikorsky S-76,14,1980
"Deer Lake, Canada",Cessna 402,6,1980
"Cuiaba, Brazil",Britten Norman BN Islander,9,1980
"Florianopolis, Brazil",Boeing B-727-27C,55,1980
"Posht-i-Badam, Iran",Lockheed EC-130E Hercules,5,1980
"Tenerife, Canary Islands",Boeing B-727-64,146,1980
"Don Muang, Thailand",Hawker Siddeley HS-748-2,44,1980
"Campinas, Brazil",Britten Norman BN Islander,7,1980
"Off Varadero, Cuba",Ilyushin IL-14,3,1980
"Near Rio Hacha, Colombia",Aerospatiale Caravelle 6R,70,1980
"Off Sarasota, Florida",Learjet 25D,2,1980
"Gran Canaria Island, Spain",Lockheed C-130,11,1980
"Near Yachiba, Bolivia",Fairchild F-27J,13,1980
"Near Matala, Angola",Yakovlev YAK-40,29,1980
"Valley, Nebraska",Swearingen 226TC Metro II,13,1980
"Near Dushanbe, Russia",Yakovlev YAK-40,29,1980
"Lihue, Hawaii",Piper PA-34,2,1980
"Tyrrhenian Sea,  off Ustica, Italy",McDonnell Douglas DC-9-15,81,1980
"Near Tepic, Mexico",Embraer 110P1 Bandeirante,13,1980
"Nar Alma-Ata, Kasakastan, USSR",Tupolev TU-154B,166,1980
"Golovin, Alaska",Cessna 402B,8,1980
"Tusayan, Arizona",Cessna 404 Titan II,8,1980
"Philadelphia, Pennsylvania",Piper PA-31-350,3,1980
"Cerro Lilio, Mexico",Douglas DC-8-43F,3,1980
"Togiak, Alaska",de Havilland DHC-3,2,1980
"Houma, Louisiana",Bell 205A-1 helicopter,13,1980
"Nouadhibou, Mauretania",Tupolev TU-154B-1,1,1980
"Rio de Janeiro, Brazil",Britten-Norman BN-2A-6 Islander,3,1980
"Sa Cabaneta, Spain",Learjet 35A,4,1980
"Qatar, Qatar",Lockheed L-1011-200,2,1980
"Ramstein AFB, West Germany",Lockheed C-130E Hercules,11,1981
"Near Riyadh, Saudi Arabia",Lockheed 1011-200 TriStar,301,1980
"Near Jakarta, Indonesia",Vickers Viscount 812,37,1980
"Near Montelimar, France",Lockheed L-100-20 Hercules,8,1980
"Puerto Olaya, Colombia",Douglas C-47,3,1980
"Off Freeport, Bahamas",Douglas DC-3,34,1980
"Kindu, Zaire",Lockheed Hercules C-130,36,1980
"Near Medina, Saudi Arabia",Lockheed C-130E,89,1980
"Near Kindu, Zaire",de Havilland DHC-5 Buffalo,36,1980
"Mount Smjorfjollum, Iceland",Britten-Norman BN-2A-27 Islander,3,1980
"Badakshan, Afghanistan",Antonov AN-12V,45,1980
"Gainsville, Florida",Beechcraft E18S,3,1980
"Caracas, Venezuela",Lockheed C-130H Hercules,11,1980
"Near Cairo, Egypt",Lockheed C-141A,13,1980
"Annanberg, Papua New Guinea",Britten-Norman BN-2A Trislander,4,1980
"Seoul, South Korea",Boeing B-747-2B5B,15,1980
"Near Medellin, Colombia",Douglas C-47A-35-DL,20,1980
"Pecos City, Texas",Douglas DC-7B,2,1980
"Dar es Salaam, Tanzania",Piper PA-42 Cheyenne,10,1980
"Michigan City, IN",Beechcraft B90,4,1980
"Cold Bay, Alaska",Piper PA-32,4,1980
"Tumut,, Australia",Britten-Norman BN-2A Trislander,2,1980
"Mt. Elena, Colombia",Vickers Viscount 745D,50,1981
"Spokane, Washington",Beechcraft 99A,7,1981
"Winnemucca, Nevada",Aero Commander 681,2,1981
"Near Leningrad, Russia",Tupolev TU-104A,52,1981
"Houma, Louisiana",Cessna 310R,4,1981
"White Plains, New York",Lockheed 1339,8,1981
"Avalon, California",Sikorsky S-62A,2,1981
"Belem, Brazil",Embraer 110P Bandeirante,11,1981
"North Adams, Massachusetts",Cessna 310R,2,1981
Off Tabones Island  Philippines,Lockheed MC-130E-Y,23,1981
"Fallon, Nevada",Cessna T210N,2,1981
"Moroni, Comoro Islands",Dassault-Breguet Atlantique,18,1981
"Shemya AFB, Alaska",Boeing RC-135S,6,1981
"Redzikowo, Poland",Antonov AN-24B,1,1981
"Galena, Alaska",Piper PA-31,4,1981
"Mt. Hagen, Papua, New Guinea",Cessna 402,8,1981
"Laguna Soliz, Bolivia",Douglas C-47A,7,1981
"Cincinnati, Ohio",Learjet 23,1,1981
"Loveland, Colorado",Hadley Page 137Jetstream I / Cessna 206,15,1981
"Pekanbaru, Indonesia",Douglas C-47A-5-DK,15,1981
"Near Fredrick, Maryland",Boeing EC-135N,21,1981
"Rio de la Plata, Argentina",BAC One-Eleven 529FR,31,1981
"Near Menongue, Angola",Lockheed L-100-20 Hercules,4,1981
"Pinarete Mountain, Mexico",Convair CV-440-11,20,1981
"Near Zumba, Ecuador",de Havilland Canada DHC-6 Twin Otter 300,18,1981
"Near Guachala, Ecuador",Beech Super King Air 200/DHC6-Twin Otter,27,1981
"Avalon, California",Beechcraft 58,2,1981
"Cairo, Egypt",Lockheed C-130H Hercules,17,1981
"Ust-Barguzin, Russia",Ilyushin Il-14,52,1981
"Hualien, Taiwan",Britten-Norman BN-2A-8 Islander,2,1981
"Miraflores, Colombia",Douglas DC-3,2,1981
"Nailstone, England",Hawker Siddeley HS-748,3,1981
"Muskegon, Michigan",Cessna 401,5,1981
"Near Yerevan, Armenia",Canadair CL-44D4-6,4,1981
"Mogadishu, Somalia",Fokker F-27 Friendship 600RF,50,1981
"Kansas City, Kansas",Beechcraft 58TC,4,1981
Madagascar,de Havilland Canada DHC-6 Twin Otter 300,19,1981
"Caruru, Colombia",Douglas C-53D-DO,4,1981
"Chihuahua, Mexico",McDonnell Douglas DC-9-32,30,1981
"Skagway, Alaska",Piper PA-32,6,1981
"Near Sanyi, Miao-li, Taiwan",Boeing B-737-222,110,1981
"Near Zavitinsk, Russia",Antonov AN-24RV / Soviet Air Force TU-16,31,1981
"Zeya, Russia",Yakovlev YAK-40,3,1981
"Paipa, Colombia",Embraer 110P1 Bandeirante,21,1981
"Zeleznogorsk, Russian",Yakovlev YAK-40 / Mil Mi-8,33,1981
"Nellis AFB, Nevada",Lockheed C-130H Hercules,7,1981
"Near Babaeski, Turkey",Northrop F-5A,0,1981
"Tehran, Iran",Lockheed C-130H,60,1981
"Casper, Wyoming",Learjet 24,3,1981
"Moerdijk, Netherlands",Fokker F-28 Fellowship 4000,17,1981
"Kufstein, Austria",Cessna 404 Titan,9,1981
"St. Thomas, U.S. Virgin Islands",Lockheed L-749A Constellation,5,1981
"Bafoussam, Cameroon",de Havilland Canada DHC-6 Twin Otter 300,1,1981
"Sierra de Guerro, Mexico",McDonnell Douglas DC-9-32,18,1981
"Mount Pocono, Pennsylvania",Piper PA-32,4,1981
"Norilsk, Russia",Tupolev TU-154B-2,99,1981
"Biratnagar, Nepal",Pilatus PC-6/B2-H2 Turbo-Porter,10,1981
"Castries, Saint Lucia Island",Douglas DC-6A,3,1981
"Mt. San Pietro, near Ajaccio, Corsica, France",McDonnell Douglas MD-81,180,1981
"Honolulu, Hawaii",Beech C-45H,11,1981
"Tyonek, Alaska",Cessna 207A,4,1981
"Mt. McKinley, AK",Cessna 185,2,1981
"Kuala Belait, Brunei",Aerospatiale Puma,12,1981
"Near Covenas, Colombia",de Havilland Canada DHC-6 Twin Otter 300,13,1981
"Cape Town, South Africa",Cessna 402B,7,1983
"Durango, Colorado",Piper PA-31,4,1981
"Near Gelendzhik, USSR",LET  410M Turbojet,18,1982
"Helena, Montana",Cessna 210,2,1982
"Washington, D.C.",Boeing B-737-222,74,1982
"Near Addis Ababa, Ethiopia",Antonov AN-26,73,1982
"Logan Airport,  Boston, Massachusett",McDonnell Douglas DC-10-30CF,2,1982
"Constanta, Romania",Antonov An-24RV,7,1982
"Djibouti, Djbouti",Nord 2501 Noratlas,35,1982
"Island of Cheju, South Korea",Fairchild C-123,53,1982
"Near Srinagar, India",Fairchild C-119G,23,1982
"Tokyo, Japan",McDonnell Douglas DC-8-61,24,1982
"Mt. Ipao, Philippines",Douglas DC-3 (C-47A-70-DL),3,1982
"Cerro el Tablazo, Colombia",Douglas DC-6BF,4,1982
"Providence, Rhode Island",de Havilland DHC -6-100,1,1982
"Mehamn, Norway",de Havilland Canada DHC-6 Twin Otter 300,15,1982
"Mount Galunggung, Indonesia",Boeing B-747,0,1982
"Southern Belarus, USSR",Yakovlev YAK-42,132,1982
"Leesburg, Florida",Beechcraft Bonanza F35,3,1982
"Near Woodstock, Illinois",Boeing KC-135C,27,1982
"Branti Airport, Indonesia",Fokker F-28 Fellowship 1000,27,1982
"Queate, Colombia",Vickers Viscount 745D,21,1982
"Near Tanana, Alaska",Hughes 369D,3,1982
"Near Erzurum, Turkey",Lockheed C-130H,27,1982
"Near Yangshuo, Guangxi, China",Hawker Siddeley Trident 2E,112,1982
"Hakalau, Hawaii",Beechcraft E18S,2,1982
Gulf of Thailand,Sikorsky S-76,13,1982
"Off Aden, Yemen",de Havilland Canada DHC-7-103,47,1982
"Judsonia, Arkansas",Lockheed C-130E Hercules,7,1982
South AtlantiOcean,Westland Sea King HC-4 (helicopter),21,1982
"Brazilia, Brazil",Boeing B-737-200,2,1982
"Off Natuma Island, Indonesia",Aerospatiale 330G Puma,10,1982
"Near Songnam-si, South Korea",Fairchild C-123,53,1982
"Near Pacatuba, Brazil",Boeing B-727-212A,137,1982
"Tabatinga, Brazil",Fairchild-Hiller FH-227B-LCD,44,1982
"Bombay, India",Boeing B-707-437,17,1982
"Oganda, Gabon",Cessna 404 Titan,12,1982
"Near Moscow, Russia",Ilyushin IL-62M,90,1982
"Kenner, Louisiana",Boeing B-727-235,145,1982
"Jolo, Philippines",Hawker Siddeley HS-748-209 Srs. 2,4,1982
"Oxbow, Oregon",Cessna 172F,4,1982
"Castaic, California",Bell UH-1B Huey Helicopter,0,1982
"Near Sitka, Alaska",Cessna A185F,4,1982
"Concord, New Hampshire",Piper PA-28-161,2,1982
PacifiOcean,Boeing B-747-121,1,1982
"Mindat, Myanmar",de Havilland Canada DHC-6 Twin Otter 300,8,1982
"Sukhumi, Georgia, USSR",LeT 410UVP Turbojet / Tupolev TU-134V,11,1982
"Near Managua, Nicaragua",Arava 201,20,1982
"Off Castries, Saint Lucia",Britten-Norman BN-2A Islander,10,1982
"Knotsville, Tennessee",Lockheed C-141B,9,1982
"Near Valladolid, Ecuador",de Havilland Canada DHC-4A Caribou,44,1982
"Rio Branco, Brazil",Gates Learjet 25B,10,1982
"Near Mannheim, West Germany",Boeing Vertol CH-47C (helicopter),46,1982
"Near Malaga, Spain",McDonnell Douglas DC-10-30CF,50,1982
"Near Nondalton, Alaksa",Robertson C-U206F,4,1982
"Two Bridge Lake, British Colombia, Canada",de Havilland Canada DHC-3 Otter,5,1982
"Near Kotzbue, Alaska",Cessna U206G,4,1982
"Luxembourg, Luxembourg",Ilyushin IL-62M,7,1982
AtlantiOcean,Piper PA-31,8,1982
Off Taiwan,Bell 212,15,1982
"Cullman, Alabama",Beechcraft 95-B55,2,1982
"Lubango, Angola",Antonov AN-26,15,1982
"Quetame, Colombia",de Havilland Canada DHC-6 Twin Otter 310,22,1982
"Douglassville, Pennsylvania",Piper PA-32-260,3,1982
"Near Pueblo, Colorado",Swearingen SA.227AC Metro III,2,1982
"Near San Andres de Bocay, Nicaragua",Mil Mi-8 (helicopter),84,1982
"Near Klawock, Alaksa",de Havilland DHC-2,8,1982
"La Serena, Chile",Fairchild F-27J,46,1982
"Defiance, Ohio",Cessna T210,2,1982
"Mesvres, France",Piper PA-31-350 Chieftain,10,1982
"Rostov-on-Don, Russia",Antonov AN-26,16,1982
"Guangzhou, China",Ilyushin IL-18B,25,1982
"Brainerd, Minnesota",Convair 580-11A,1,1983
"Detroit, Michigan",McDonnell Douglas DC-8-54F37,3,1983
"Near Karimui, Papua New Guinea",Britten Norman BN-2A-20 Trislander,10,1983
"Ankara, Turkey",Boeing B-727-2F2,47,1983
"Fayetteville, North Carolina",Lockheed C-130H Hercules,6,1983
"Brooksville, Florida",Piper PA-32-301,2,1983
"Off Macae, Brazil",Bell 212,11,1983
"Near Shach Goan, Afghanistan",de Havilland Canada DHC-6 Twin Otter 300,19,1983
Barquisimeto Venezuela,McDonnell Douglas DC-9-32,23,1983
"Jeffersonville, Georgia",Mitsubishi MU-2B-60,4,1983
"Newark, New Jersey",Learjet 25,2,1983
"Guangzhou, China",Beech Super King Air 200,8,1983
"Selawik, Alaska",Britten-Norman BN-2A-8 Islander,2,1983
"Near Khartoum, Sudan",Hawker Siddeley HS-748-329 Srs. 2A,8,1983
"Leninakan, Russia",Yakovlev YAK-40,21,1983
"Near Toba, Japan",Kawasaki C-1 / Kawasaki C-1,14,1983
"Iwakuni AB, Japan",PS-1,11,1983
"Guayaquil, Ecuador",Sud Aviation SE-210 Caravelle VIR,8,1983
"Jacksonville, Florida",Convair CV-340,14,1983
"Near Ban Ta Khli, Thailand",Fairchild C-123K,30,1983
"En route Miami, FL - Nassau, Bahamas",Lockheed L-1011,0,1983
"Tanjung Karang, Indonesia",Fokker F-28 Fellowship 3000RC,3,1983
"Cincinnati International Airport, Covington/Hebron, Kentucky",McDonnell Douglas DC-9-32,23,1983
"Off Quemoy, Taiwan",Fairchild C-199G,47,1983
"Kauai, Hawaii",Lockheed P-3B Orion,14,1983
"Niela, Mali",de Havilland Canada DHC-6 Twin Otter 300,7,1983
"Cortez, Colorado",Cessna U206,2,1983
"Las Vegas, Nevada",Lockheed C-130H Hercules,6,1983
"Labe, Guinea",Ilyushin IL-62M,23,1983
"Near Cuenca, Azuay, Ecuador",Boeing B-737-2V2,119,1983
"Off Scilly Islands, UK",Sikorsky S-61N-II,20,1983
"Gimli, Manitoba, Canada",Boeing B-767-233ER,0,1983
