name,Type,value,date
"Dallas/Ft. Worth, Texas",McDonnell Douglas DC-9-14,4,1972
"Valdez, Alaska",Cessna U206C,2,1972
"Winfield, Kansas",Beechcraft E18S,2,1972
"Near Jesbel Musa, Morocco",Lockheed P-3A Orion,14,1972
"Near Pleiku, Vietnam",Curtiss C-46A,32,1972
"Santiago, Chile",Curtiss C-46D,3,1972
"Near an Loc, South Vietnam",Boeing Vertol CH-47 (helicopter),47,1972
"Near New Delhi, India",McDonnell Douglas DC-8-53,82,1972
"Near Pleiku, Vietnam",Convair CV-880-22M-21,81,1972
"Smiley, Texas",Cessna 182N,5,1972
"Hu¨º, Vietnam",Lockheed AC-130A Hercules,12,1972
"Near Kharkov, Ukraine, USSR",Antonov AN-10A,122,1972
"London Heathrow,  Staines, Surrey, England",Hawker Siddeley Trident 1C,118,1972
"Ponce, Puerto Rico",de Havilland DH-114 Heron 2B,5,1972
"Hornell, New York",Hughes 369HS,3,1972
"Appleton, Wisconsin",Convair CV-580/De Hav. Twin Otter 100,13,1972
"Blackpool, England",MBB HFB-320 Hansa Jet,7,1972
"Steamboat, Nevada",Beechcraft U206C,2,1972
"San Francisco, California",Boeing 737-200,3,1972
"Off Las Palmas, Canary Islands, Spain",McDonnell Douglas DC-8-52,10,1972
"Near Quang Tri, South Vietnam",Sikorsky CH-53D (helicopter),52,1972
"Near Grytoya, Norway",de Havilland Canada DHC-6 Twin Otter 100,19,1972
"Corfu Island, Greece",Sud-Aviation SE210 Caravelle,1,1972
"Villavicencio, Colombia",Douglas DC-3 / Douglas DC-3,38,1972
"Near SoTrang, South Vietnam",Lockheed C-130E,30,1972
"Near Delhi, India",Fokker F-27 Friendship 100,18,1972
"Near Konigs Wusterausen, East Germany",Ilyushin IL-62,156,1972
"Near Sandoway, Myanmar",Douglas DC-3 (C-47A-DK),26,1972
"Canaima, Venezuela",Douglas C-47-DL,34,1972
"Papua, New Guinea",de Havilland Canada DHC-4 Caribou,25,1972
"Near Magnitogorsk, Russia",Ilyushin IL-18,101,1972
"Mt Siluwe, Papua, New Guinea",Shorts SC-7 Skyvan 3-300,4,1972
"Trinidad, Bolivia",Curtiss C-46A-40-CU,1,1972
"Gondar, Ethiopia",Douglas DC-3,11,1972
"Near Dhulikhel, Nepal",Douglas C-47,31,1972
"Sacramento, California",F-86 Sabrejet,0,1972
"Near Ben Cat, South Vietnam",Douglas C-54D-1-DC,10,1972
"Madrid, Spain",Douglas C-47B,1,1972
"Kampot, Cambodia",Douglas DC-3,9,1972
"Near Adler, Russia",Ilyushin IL-18B,109,1972
North AtlantiOcean,Aero Commander 680E,2,1972
"Near Krasnaya Polyana, USSR",Ilyushin IL-62,174,1972
"Near San Fernando, Chile",Fairchild-Hiller FH-227D/LCD,29,1972
Off the Alaska coast,Cessna 310C,4,1972
"Off Athens, Greece",NAMC YS-11A-202,37,1972
"Tanna, Vanuatu",Britten-Norman BN-2A-6 Islander,1,1972
"Near Noiretable, Loire, France",Vickers Viscount 724,60,1972
"Poggiorsini, Italy",Fokker F-27 Friendship 200,27,1972
"Near My Tho, South Vietnam",Boeing Vertol CH-47 (helicopter),22,1972
"Near Plovdiv, Bulgaria",Ilyushin IL-14P,35,1972
"Elkton, Kentucky",Beech G18S,11,1972
"Near Moscow, Russia",McDonnell Douglas DC-8-62,62,1972
"St. Paul, Minnesota",Beechcraft C-45H,2,1972
"Tenerife,  Canary Islands",Convair CV-990-30A-5 Coronado,155,1972
"Beni Sueif, Egypt",Boeing 707-336C,6,1972
"Myrtle Beach, South Carolina",Lockheed C-130E Hercules,12,1972
"Near  LaRandall, Quebe,Canada",Douglas C-47B-15-DK,3,1972
"Near Rawalpindi, Pakistan",Fokker F-27 Friendship 400,26,1972
"Walla Walla, Washington",Cessna 320E,4,1973
"Chicago, Midway Airport, Illinois",Boeing B-737-222,43,1972
"Detroit, Michigan",Learjet 23,2,1972
"Chicago, Illinois",Convair CV-880 / McDonnell DC-9-31,10,1972
"Near Pakse, Laos",Lockheed AC-130A Hercules,14,1972
"Off St. Maarten off, Netherlands Antilles",de Havilland Canada DHC-6 Twin Otter 300,13,1972
"Skaugum, Norway",Fokker F-28 Fellowship 1000,40,1972
"Everglades National Park, Florida",Lockheed L-1011 TriStar1,103,1972
"San Juan, Puerto Rico",Douglas DC-7CF,5,1972
"Edmonton, Alberta, Canada",Boeing 707-321C,5,1973
"Near Glasgow, England",Vickers 802 Viscount,4,1973
"Perm, Russia",Antonov An-24B,44,1973
"Kano, Nigeria",Boeing B-707-3D3C,176,1973
"Townsend, Tennessee",Cessna 182B,3,1973
"Near Tegucigalpa, Honduras",Douglas DC-6A,3,1973
"Near Kyrenia, Cyprus",Ilyushin IL-18D,37,1973
"Kasigluk, Alaska",Cessna 180H,2,1973
"Prague, Czechoslovakia",Tupolev TU-154,66,1973
"Morgan City, Louisiana",Bell 206B,5,1973
"Cerro Horqueta, Panama",Douglas DC-3,22,1973
"Near Isma'iliya, Egypt",Boeing B-727-224,110,1973
"Londonderry, Vermont",Cessna 310J,2,1973
"Near Leningrad, Russia",Ilyushin IL-18,79,1973
"Semipalatinsk, Kazakhstan",Yakovlev YAK-40,32,1973
"Szczecin, Poland",Antonov An-24B,15,1973
"Near Szczecin, Poland",Antonov AN-24B,18,1973
"Near Nabire, Indonesia",de Havilland Canada DHC-6 Twin Otter 100,13,1973
"Moscow, Russia",Ilyushin IL-18V,25,1973
"Off Funchal, Portugal",Sud Aviation SE-210 Caravelle,3,1973
"Near Nantes, France",MD Douglas DC-9-32/Convair CV-990A,68,1973
"Near Ban Hong Sa, Laos",Fairchild C-123,4,1973
"Hyderabad, India",HAL-748-224,3,1973
"Off Brunswick, Maine",Lockheed P-3B Orion,5,1973
"Ben Me Thuot, South Vietnam",Douglas C-54D,62,1973
"Near Hochwald, Solothurn,  Switzerland",Vickers Vanguard 952,108,1973
"Sunnyvale, California",Lockheed P-3C / Convair CV-990-30A-5,16,1973
"Moffett AFB, California",Lockheed P-3C Orion /Convair CV-990,15,1973
"Bamiyan, Afghanistan",de Havilland Canada DHC-6 Twin Otter 100,4,1973
"Davenport, Iowa",Beech E18S,6,1973
"Greenville, Maine",Cessna 402B,4,1973
"Deadhorse, Alaska",Swearingen SA26T,2,1973
"Chita, Siberia, Russia",Tupolev TU-104A,100,1973
"Svay Rieng, Cambodia",Douglas C-47A,11,1973
"Near Rimouski, Canada",Douglas DC-3,4,1973
"Near New Delhi, India",Boeing B-737-2A8,48,1973
"Sao Luis, Brazil",Sud Aviation SE-210 Caravelle VIN,23,1973
"Goussainville, France",Tupolev TU-144,6,1973
"Rio de Janeiro, Brazil",Boeing 707-327C,2,1973
"Near Puerto Vallarta, Mexico",McDonnell Douglas DC-9-15,27,1973
"Amman, Jordan",Tupolev TU-134A,5,1973
"Paris, Orly, France",Boeing B-707-345C,123,1973
"Off Papeete, Tahiti",Boeing B-707-321B,78,1973
"St. Louis, Missouri",Fairchild-Hiller FH-227B,38,1973
"Honolulu, HI",Volpar C45G,5,1973
"Logan Airport, Boston, Massachusett",McDonnell Douglas DC-9-31,89,1973
"Ketchikan, Alaska",Cessna A185F,5,1973
"Near  Domodedovo, Russia",Tupolev TU-104B,119,1973
"Near La  Corunda, Spain",Sud-Aviation Caravelle 10-R,85,1973
"Don Don, Haiti",Norman BN-2A-6,10,1973
"Baku, Azerbaijan, USSR",Antonov AN-24V,56,1973
"El Yopal, Colombia",Douglas DC-3,16,1973
"Bogota, Colombia",Lockheed L-188A Electra,42,1973
"Near Huete, Spain",Lockheed C-141A,24,1973
"Thirty-five miles west of Los Angeles, California",Boeing B-707-331B,1,1973
"Gary, Indiana",Piper PA-30 / Cessna 337A,4,1973
"King Cove, Alaska",McDonnell Douglas DC-8-63F,6,1973
"Paintsville, Kentucky",Cessna 310H,4,1973
"Moganik, Yugoslavia",Aerospatiale Caravelle 6N,41,1973
"Natchitoches, Louisiana",Beechcraft E18S,6,1973
"Eagleville, California",Cessna 310,2,1973
"Lincoln, Nebraska",Gates Lear 25,3,1973
"Rich Mountain, Arkansas",Convair 600,11,1973
"Miritituba, Brazil",Douglas DC-3A,9,1973
"Near Sverdlovsk, Russia",Tupolev TU-104B,108,1973
"Magadan, Russia",Antonov AN-12V,10,1973
"Itaituba, PA, Brazil",Britten-Norman BN-2A-7 Islander,8,1973
"Guanabara Bay, Brazil",NAMC YS-11A-211,8,1973
Sainte Lucia Island,Britten-Norman BN-2A-6 Islander,4,1973
"La Verne, California",Cessna 401A,2,1973
"Villavicencio, Colombia",Handley Page HPR-7 Herald 101,6,1973
"Near Albuquerque,  New Mexico",McDonnell Douglas DC-10-10,1,1973
"Boston, Massachusett",Boeing B-707-321C,3,1973
"Near Quang-Ngai, Vietnam",Douglas DC-3,27,1973
"Moscow, Russia",Tupolev TU-104B,13,1973
"Churchill Falls, Newfoundland, Canada",de Havilland DH-125-400A,8,1973
"Sitkin Island, Alaska",Douglas DC-118,10,1973
"Near Vilnius, Lithuania",Tupolev TU-124,51,1973
"Rome, Italy",Boeing B-707-321B,30,1973
"Manhattan, Kansas",Cessna 310L,2,1973
"Talara, Peru",Convair CV-440,6,1973
"Near Siagon, South Vietnam",Boeing Vertol CH-47 (helilcopter),20,1973
"Near Tetouan, Morocco",Sud-Aviation Caravelle VI-N,106,1973
"Lvov, Ukraine, USSR",Tupolev TU-124,17,1973
"Durban, South Africa",Douglas DC-3,1,1973
"Near Turin, Italy",Fokker F-28 Fellowship 1000,38,1974
"Unduavi, Bolivia",Curtiss C-46F,4,1974
"Johnstown, Pennsylvania",Beechcraft 99A,12,1974
"Mukachevo, Russia",Antonov AN-24V,24,1974
"Near Nevia, Colombia",Hawker Siddeley HS 748-260,31,1974
"La Paz, Bolivia",Douglas C-54,24,1974
"Cigerdu, Colombia",Douglas DC-3A,14,1974
"Rostov, Russia",Antonov An-24B,4,1974
"Goldendale, Washington",Cessna 172L,2,1974
"Izmir, Turkey",Fokker F-28 Fellowship 1000,66,1974
"S. Dominican Pueblo, New Mexico",Beechcraft J-35,3,1974
"Winger, Minnesota",Piper PA-28,4,1974
"Pago Pago, American Samoa",Boeing B-707-321B,96,1974
"Near Honolulu, HI",Boeing B-747,1,1974
"Near Souda, Crete",Transall C-160D,35,1974
AtlantiOcean,Brittonnorman BN-2A6,2,1974
"Baltimore, Maryland",MDonnell Dougals DC-9,1,1974
"San Francisco de Moxos,  Bolivia",Curtiss C-46A-45-CU,7,1974
"Near Mehrabad, Iran",Lockheed C-130E Hercules,10,1974
"Near Ermenonville, France",McDonnell Douglas DC-10-10,346,1974
"Hanoi, Vietnam",Antonov An-24,18,1974
"Carson City, Nevada",Robertson 414,4,1974
"Bishop, California",Convair CV-440,36,1974
"Tehran, Iran",Aerospatiale Caravelle 10B3,15,1974
"Francistown, Botswana",Douglas DC-4,78,1974
"Hilo Island, Hawaii",Beechcraft H18S,11,1974
"Grogak, Bali, Indonesia",Boeing B-707-321C,107,1974
"Tashkent, Uzbekistan",Ilyushin IL-18E,1,1974
"Near Leningrad, Russia",Ilyushin IL-18B,118,1974
"Galveston, Texas",Beechcraft 99,6,1974
"Banos, Ecuador",Douglas C-47,22,1974
"Nurnberg, Germany",Douglas DC-6A,3,1974
"Springfield, Illinois",Lockheed L-100-30 Hercules,3,1974
"Kiev, Ukraine, USSR",Yakovlev YAK-40,29,1974
"Rankin Inlet, Canada",Bristol 170 Freighter 31E,2,1974
"Monte San Isidro,  Colombia",Vickers Viscount 785D,44,1974
"Battambang, Khmer Republic",Boeing 307B-1 Stratoliner,19,1974
"Umiat, Alaska",Fairchild Hiller FH1100,5,1974
"Bogota, Colombia",Douglas DC-4,3,1974
"Near MoHoa, Vietnam",Fairchild C-123K,5,1974
"Mt. Apica, Canada",Douglas DC-3,5,1974
"Diemas, Syria",de Havilland Canada DHC-5 Buffalo,9,1974
"Near Ouagadougou, Upper Volta",Ilyushin IL-18B,47,1974
"Cali, Colombia",Douglas C-47-DL,27,1974
"Anaktuvuk, Alaska",de Havilland DHC-2,4,1974
"Margarita Island, Venezuela",Vickers Viscount 749,48,1974
"Near La Paz, Bolivia",Lockheed C-141A,7,1974
"Near Kisangani, Zaire",Lockheed C-130H,31,1974
"Tandjung-karang, Indonesia",Fokker F-27 Friendship 600,35,1974
"Ionian Sea , off Kefallinia, Greece",Boeing B-707-331B,88,1974
"Near Charlotte, North Carolina",McDonnell Douglas DC-9-31,70,1974
"Phan Rang, Vietnam",Boeing B-727-121C,75,1974
"Riverside, California",Piper PA-32,5,1974
"Fairbanks, Alaska",Cessna 185,2,1974
"Lupine, Alaska",Volpar 18,6,1974
"Off Saint Thomas, U.S. Virgin Islands",Britten-Norman BN-2A Islander,2,1974
"Medfra, Alaska",Bell 205A,3,1974
"Cairo, Egypt",Tupolev Tu-154,6,1974
Formosa Strait,Lockheed WC-130H Hercules,6,1974
"Kassan, Alaska",de Havilland DHC-2,5,1974
"Calapan, Philippines",Douglas DC-3,1,1974
"Fort Apache, Arizona",Cessna 172M,2,1974
"Blair, Oklahoma",Piper PA-31,2,1974
"Chicao, Illinois",Cessna 337D,2,1974
"Willow, Alaska",Piper PA-18,3,1975
"Old Man's Camp, Alaska",Lockheed L-100 Hercules,4,1974
"Pagosa Springs, Colorado",Beechcraft 95-B55,2,1974
"Rae Point, Northwest Territories, Canada",Lockheed 188PF Electra,32,1974
"Off Sonderborg, Denmark",Britten-Norman BN-2A Islander,3,1974
"Hoonah, Alaska",de Havilland DHC-2,4,1974
"Manila, Philippines",Douglas C-47A-30,1,1974
"Soddu, Ethiopia",Douglas DC-3,2,1974
"Near Nairobi, Kenya",Boeing B-747-130,59,1974
"Barcelona, Spain",Cessna 500 Citation I,4,1974
"Bear Mountain,  Thiells, New York",Boeing B-727-251,3,1974
"Near Berryville, Virginia",Boeing B-727-231,92,1974
"Near Maskeliya, Sri Lanka",McDonnell Douglas DC-8-55F,191,1974
"Near Old Harbors, Alaska",Grumman G-21,5,1974
"Near MoHoa, South Vietnam",Boeing Vertol CH-47 (helicopter),54,1974
"Bukhara, Uzbekistan",Yakovlev 40,7,1974
"Maturin, Venezuela",McDonnell Douglas DC-9-14,77,1974
"Riverton Heights, Washingon",Brittonorman BN-2A,4,1974
"Carpathian Mts., near Sibiu, Romania",Antonov AN-24RV,33,1974
"Moscow, Russia",Tupolev TU-124,61,1975
"Near Nha Trang, Vietnam",Fairchild C-123K,9,1975
"Palmer, Washington",Cessna TU206D,3,1975
"Sierra del Aconquija, Argentina",de Havilland Canada DHC-6 Twin Otter 200,12,1975
"Near Doncello, Colombia",Douglas DC-3,21,1975
"Whittier, California",de Hav Can. DHC-6 Tw Otter 100/ Cessna,14,1975
"Juneau, Alaska",de Havilland DHC-2,5,1975
"Budapest, Hunary",Ilyushin IL-18V,9,1975
"Sam Neva, Laos",Antonov AN-12,16,1975
"Istanbul, Turkey",Fokker F-28 Fellowship 1000,42,1975
"Santo Domingo, Dominican Republic",Douglas DC-3-313,1,1975
"Valdez, Alaska",Piper PA-31,2,1975
"Houston, Texas",Douglas DC-3C,5,1975
"Manila, Philippines",Hawker Siddeley HS-748 2,32,1975
"Souda, Crete",Transall C-160,40,1975
"Fairbanks, Alaska",Douglas DC-6BF,3,1975
"Medellin, Colombia",Canadair CL-44,5,1975
"Near Sao Paulo, Brazil",Embraer 110C Bandeirante,15,1975
"Waterford, Wisconsin",Beechcraft 95,2,1975
"Pleiku, South Vietnam",Douglas DC-4,26,1975
"Near Barito, Argentina",Fokker F-27 Friendship 400M,55,1975
"Singa, Sudan",de Havilland Canada DHC-6 Twin Otter 100,5,1975
"Near Quilcene, Washington",Lockheed C-141A (L.300),16,1975
"Saigon, Vietnam",Lockheed C-5A Galaxy,155,1975
"Goleta, California",Cessna 310Q,3,1975
"Deadhorse, Alaska",Bell 206,2,1975
"Near Sardinata, Colombia",Douglas DC-3,3,1975
"Off Cape Paterson, Australia",Bristol 170 Freighter 21E,2,1975
"Savoonga, Alaska",Piper PA-23-250,6,1975
"Near Sakon Nakhon, Thailand",Sikorsky CH-53C (helicopter),23,1975
"Manila, Philippines",BAC One-Eleven 524FF,1,1975
"Pedro Alfonso, Brazil",Hawker Siddeley HS-748-235 Srs. 2A,1,1975
"JFK Airport, New York, New York",Boeing B-727-225,113,1975
"Toledo, Ohio",Beechcraft E18S,2,1975
"Near Saravena, Colombia",Douglas DC-4,3,1975
"Nantes, France",Beechcraft 99,8,1975
"Near Colina, Chile",Douglas C-47A,10,1975
"Bogota, Colombia",Lockheed L-188AF Electra,2,1975
"Homer, Alaska",Piper PA-18,2,1975
"Poway, California",Bell 206B,4,1975
"Near Batumi, Georgia, USSR",Yakovlev YAK-40,41,1975
"Imlay City, Michigan",Lockheed C-130A Hercules,6,1975
"Taipei, Taiwan",Vickers 837 Viscount,28,1975
"Near Immouzer, Morocco",Boeing B-707-321C,188,1975
"Off Amapala, Honduras",Douglas DC-47,20,1975
"Denver, Colorado",Boeing B-727-224,0,1975
"Krasnovodsk, USSR",Yakovlev YAK-40,28,1975
"Near Damascus, Syria",Ilyushin IL-62,126,1975
"Minford, Ohio",Piper PA-28,2,1975
"Off Punta Amapala, El Salvador",Douglas C-47,20,1975
"Near Gambell, Alaska",Fairchild F-27B,10,1975
"Leipzig-Halle, East Germany",Tupolev TU-134,26,1975
"Near Bahar Dar, Ethiopia",Douglas C-47-DL,1,1975
"Near Palembang, Indonesia",Fokker F-28 Fellowship 1000,25,1975
"Off Beirut, Lebanon",Tupolev TU-154B,60,1975
"Klua Tan Tan, Canada",de Havilland Canada DHC-6 Twin Otter 200,7,1975
"Barranquilla, Colombia",Boeing 727-24C,4,1975
"Cairns Airport, Queensland, Australia",de Havilland DH114 Heron 2E,11,1975
"Zephyr Cove, Nevada",Piper PA-34,2,1975
"Tomonoco, Bolivia",Convair CV-440-12,67,1975
"Near Prague, Czechoslovakia",McDonnell Douglas DC-9-32,75,1975
Gulf of Mexico,Bell 212,9,1975
"State College, Pennsylvania",NA Rockwell 112,4,1975
"Caoba, Guatemala",Douglas DC-3,15,1975
"Kharkov, Ukraine, USSR",Antonov AN-24,19,1975
Near Novgorod (Russia,Yakovlev 40,6,1975
"Sofia, Bulgaria",Antonov AN-24B,3,1975
"Near Bir Lahfan, Egypt",Lockheed C-130 Hercules,20,1975
"Hertfordshire, England",Piper PA-23-250 Aztec,6,1975
"Elko, Nevada",Cessna 402,2,1975
"Tacloban, Philippines",Britten-Norman BN-2A-21 Islander,9,1975
"Rollinsville, Colorado",Mitsubishi MU-2B,9,1975
"Near Al Qaysumah, Saudi Arabia",Boeing B-720B-023B,82,1976
"Moscow, Russia",Tupolev TU-124,61,1976
"Anchorage, Alaska",Lear Jet 24A,6,1976
"Grants, New Mexico",Piper PA-23,4,1976
"Mactan Island, Philippines",Britten-Norman BN-2A-21 Islander,7,1976
"Near Bogota, Colombia",Douglas C-54A,13,1976
"Orofino, Idaho",Bellanca 17-30,3,1976
"Near San Borja, Bolivia",Douglas C-47,7,1976
"Near Loja, Ecuador",Hawker Siddeley HS-748-246,34,1976
"Near Shanghai, China",Antonov AN-24,40,1976
"Chapeco, Brazil",Embraer 110C Bandeirante,9,1976
"Frunze, Kyrgyzstan",Ilyushin IL-18V,6,1976
"Lafayette, Louisiana",Beechcraft  C-45H,2,1976
"Off Santa Maria, Colombia",Douglas DC-6A,3,1976
"Madrid, Spain",Boeing KC-135A,7,1976
"Hawk Inlet, Alaska",Hughes 369HS,3,1976
"Van Nuys, California",Douglas DC-6,3,1976
"Irkutsk, Russia",Tupolev TU-104A,24,1976
"St. Croix, Virgin Islands",Grumman G-21A seaplane,5,1976
"Sibiu, Romania",Ilyushin II-14P,6,1976
Southeastern Bolivia,IAI Arava 201,19,1976
"Near Voronezh, Russia",Ilyushin IL-18D,120,1976
"Igiugig, Alaska",Cessna 207,4,1976
"San Onofre, California",Cessna 172M,2,1976
Havana. Cuba,Antonov An-24B,5,1976
"Near Puerto Asis, Colombia",Douglas DC-3,5,1976
"Ketchikan, Alaska",Boeing B-727-81,1,1976
"Friday Harbor, Washington",Cessna 207,7,1976
"Aspen, Colorado",Beechcraft A36,2,1976
"Neuquen, Argentina",Hawker Siddeley HS-748 2,34,1976
"Palm Desert, California",Beech B60,6,1976
Gulf of Mexico,Bell 205 A-1 helicopter,12,1976
"Anaktuvuk, Alaska",Cessna 207,5,1976
"St. Thomas, Virgin Islands",Boeing B-727-95,37,1976
"Near Monze, Zambia",de Havilland Canada DHC-6 Twin Otter 300,11,1976
"Camuigan, Philippines",Britten-Norman BN-2A-21 Islander,4,1976
"Kozani, Greece",NAMC YS-11A-500,50,1976
"Near Cuneca, Spain",Boeing B-747-131F,17,1976
"Chernigov, Ukraine, USSR",Antonov AN-24,52,1976
"Petersburg, Alaska",Piper PA-34,6,1976
"Zamboanga, Philipines",BAC One-Eleven 527FK,14,1976
"Nacias Nguema, Equatorial Guinea",Tupolev TU-154A,46,1976
"Agana, Guam",Lockheed 188A Electra,45,1976
"Off Kota Kinabalu, Malaysia",GAF Nomad N-22B,12,1976
"Somerset, Colorado",Bell 47G3B1,2,1976
"Entebbe, Uganda",Airbus A300,7,1976
"Daiku, Burma",Douglas C-47,17,1976
"Huntsville, Missouri",Piper PA-28R,5,1976
"Greensburg, Kansas",Piper PA-34,2,1976
"Bratislava, Czechoslovakia",Ilyushin IL-18L,76,1976
"Billings, Vermont",Beechcraft S35,3,1976
"Near Tehran, Iran",Boeing 707-373,5,1976
,Douglas C-54E,11,1976
"Andes Mountains, Ecuador",Vickers Viscount 785D,59,1976
"Sunnyside, Utah",Cessna 185,3,1976
"Shanisu River, Peru",Canadair CL-44,6,1976
"Sondre Stromfjord,Greenland",Lockheed C-141A (L.300),23,1976
"Near Thorney, England",Lockheed C-141A (L.300),18,1976
"Ho Chi Minh City, Vietnam",Sud Aviation SE 210 Caravelle III,1,1976
"Lajes, Azores, Portugal",Lockheed C-130H,68,1976
"Timmins, Ontario, Canada",de Havilland Canada DHC-3 Otter,10,1976
"Off Adler, Russia",Antonov AN-24 / Yakovlev Yak-40,90,1976
"Near Gaj, Hrvatska, Yugoslavia",McDonnell Douglas DC-9-31 / Trident 3B,176,1976
"Karatepe Mountains, Turkey",Boeing B-727-2F2,154,1976
"Near Mosher Creek, Canada",de Havilland Canada DHC-6 Twin Otter 100,1,1976
"San Bernardino, California",Sikorsky S-55B,4,1976
"Near Alpena, Michigan",Boeing KC-135A,15,1976
"Nairobi, Kenya",Douglas DC-7CF,4,1976
"Off Bridgetown, Barbados",McDonnell Douglas DC-8-43,73,1976
"Busick, North Carolina",Piper PA-34,4,1976
"Near Bombay, India",Sud-Aviation Caravelle VI-N,95,1976
"Santa Cruz, Bolivia",Boeing B-707-31,3,1976
"Hampton, Virginia",Piper PA-31,4,1976
"El Yopal, Colombia",Douglas C-47DL,32,1976
"Near Petrolia, Brazil",Embraer 110C Bandeirante,2,1976
"Banjarmasin, Indonesia",Fokker F-27 Friendship 100,29,1976
AtlantiOcean,Douglas DC-3,2,1976
"Shannon, Ireland",Piper PA-31T,5,1976
"Eastville, Kisangani, Congo",L-100-20,6,1976
"Moscow, Russia",Tupolev TU-104B,72,1976
"Grand Canyon, Arizona",Piper PA-32-300,2,1976
"Cape May, New Jersey",de Havilland Canada DHC-6 Twin Otter 300,3,1976
"Kiev, USSR",Antonov AN-24RV,48,1976
"Near Bangkok, Thailand",Boeing B-707-366C,53,1976
Wisconson,Piper PA-23-250,6,1976
"Near Trujillo, Peru",Douglas C-54A-1-DO,19,1976
"Near Palm Springs, California",Gates Learjet 24B,4,1977
"Near Alma Ata,  Kazakastan, USSR",Tupolev TU-104A,96,1977
"Anchorage, Alaska",Douglas DC-8,5,1977
"Terrace, BC, Canada",de Havilland Canada DHC-6 Twin Otter 300,12,1977
"Kalvesta, Sweden",Vickers Viscount 838,22,1977
,Bristol 170 Freighter 31M,1,1977
"San Ramon, Bolivia",Fairchild C-82,6,1977
"Bratislava, Slovakia",Avia 14T,5,1977
"Mineralnye Vody, Russia",Ilyushin IL-18V,77,1977
"Near Saglouc, Canada",Douglas DC-3,4,1977
"Off Aden, Yemen",Douglas DC-3,20,1977
"Near Cascina, Italy",Lockheed C-130H,44,1977
"Niamey, Niger",McDonnell Douglas DC-8-63CF,2,1977
"Saint Louis, Missouri",Lockheed L-188AF Electra,3,1977
"Tezzeron Lake, British Columbia, Canada",Pipper PA-23-250 Aztec,5,1977
"Tenerife, Canary Islands",Boeing B-747-121 / Boeing B-747-206B,583,1977
"Bainaha Valley, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,15,1977
"Near Zhadanof, Russia",Yakovlev YAK-40,8,1977
"New Hope, Georgia",McDonnell Douglas DC-9-31,62,1977
"SW of Bogota, Colombia",Douglas DC-3-3A,35,1977
"Tapa AFB, Estonia",Antonov An-24,21,1977
"Guatemala City, Guatemala",Convair CV-440,28,1977
"Near Jericho, Jordan",Sikorsky CH-53D (helicopter),54,1977
"Beiruit, Lebanon",Antonov An-12BP,9,1977
"Near Lusaka, Zambia",Boeing 707-321C,6,1977
"New York, New York",Sikorsky S61L,4,1977
"Havana, Cuba",Ilyushin IL-62M,68,1977
"Houma, Louisiana",Cessna 185,3,1977
"Natal, Brazil",Embraer C-95 Bandeirante,18,1977
"Salto-Nueva Hesperides, Uruguay",Embraer 110C Bandeirante,5,1977
Off Wake Island,Lockheed EC-130Q,16,1977
"Off Kirovograd, Ukraine",Antonov AN-24,6,1977
"Near Cuangar, Angola",Antonov AN-26,30,1977
"Jima, Ethiopia",Douglas DC-3,5,1977
"Ruby, Alaska",Britten-Norman BN-2A-6 Islander,1,1977
"Near Puerto Montt, Chile",Douglas DC-6B,38,1977
"Near Yoro, Honduras",Douglas C-47,25,1977
"Bernard Creek, Idaho",Piper PA-32R,5,1977
"Encino, California",Bell 206B JetRanger,2,1977
"Near El Bolson, Argentina",de Havilland Canada DHC-6 Twin Otter 200,6,1977
"Engle, New Mexico",Cessna U206,4,1977
"Parkersburg, West Virginia",Beechcraft 58,4,1977
"San Jose, Costa Rica",Convair CV-880,3,1977
"Deadhorse, Alaska",Bell 206B,3,1977
"Kona, Hawaii",Shorts SC-7 Skyvan 3-200,2,1977
Off Hong Kong,Canadair CL-44D4-2,4,1977
"Minto Lake, Alaska",Helo 295,3,1977
"Near Cuenca, Ecuador",Vickers Viscount 764D,33,1977
"Mt. Iliamna, Alaska",de Havilland Canada DHC-6 Twin Otter 200,13,1977
"Mt. Loi Hsam Hsao, Burma",de Havilland Canada DHC-6 Twin Otter 300,19,1977
"Yakutat, Alaska",Douglas DC-7BF,4,1977
"Near Albuquerque, New Mexico",Boeing - EC-135K,20,1977
"Bucharest, Romania",Tupolev TU-134,29,1977
"Salida, Colorado",Cessna U206,6,1977
"Kuala Lumpur,  Malaysia",McDonnell Douglas DC-8-62H,34,1977
"Stevens Pass, Pennsylvania",de Havilland DHC-2,7,1977
"Grand Chenier, Louisiana",Bell 206B,2,1977
"Near Gillsburg, Mississippi",Convair CV-300,6,1977
"Mindoro, Philippines",Sikorksky CH-53 (helicopter),24,1977
"Belgrade, Yugoslavia",Boeing B-747,1,1977
"San Cristobal de las Casas, Mexico",Britten-Norman BN-2A-8 Trislander,13,1977
"Near Funchal, Island of Madeira, Portugal",Boeing B-727-282,131,1977
"Rome, Italy",Boeing 707-360C,5,1977
"Near Point Hope, Alaska",Britten-Norman BN-2A-8 Islander,2,1977
"Near Bariloche, Argentina",BAC One-Eleven 420EL,46,1977
"Near Beziers, France",Nord 2501 Noratlas,34,1977
"Pinehurst, North Carolina",Beechcraft 58,2,1977
"Near Al Bayda, Lebanon",Tupolev TU-154B,59,1977
"Straits of Johore, near Kampung Ladang, Malaysia",Boeing B-737-2H6,100,1977
